0,2607,1431
0.01,2607,1431
0.02,2607,1431
0.03,2607.1,1431
0.04,2607.1,1431
0.05,2607.2,1431
0.06,2607.2,1431
0.07,2607.3,1431
0.08,2607.4,1431
0.09,2607.5,1431
0.1,2607.6,1431
0.11,2607.7,1431
0.12,2607.8,1431
0.13,2608,1431
0.14,2608.1,1431
0.15,2608.2,1431
0.16,2608.4,1431
0.17,2608.5,1431
0.18,2608.7,1431
0.19,2608.9,1431
0.2,2609,1431
0.21,2609.2,1431
0.22,2609.4,1431
0.23,2609.6,1431
0.24,2609.8,1431
0.25,2610,1431
0.26,2610.2,1431
0.27,2610.4,1431
0.28,2610.6,1431
0.29,2610.8,1431
0.3,2611,1431
0.31,2611.2,1431
0.32,2611.4,1431
0.33,2611.6,1431
0.34,2611.9,1431
0.35,2612.1,1431
0.36,2612.3,1431
0.37,2612.5,1431
0.38,2612.8,1431
0.39,2613,1431
0.4,2613.2,1431
0.41,2613.4,1431
0.42,2613.7,1431
0.43,2613.9,1431
0.44,2614.1,1431
0.45,2614.3,1431
0.46,2614.6,1431
0.47,2614.8,1431
0.48,2615,1431
0.49,2615.3,1431
0.5,2615.5,1431
0.51,2615.7,1431
0.52,2615.9,1431
0.53,2616.2,1431
0.54,2616.4,1431
0.55,2616.6,1431
0.56,2616.8,1431
0.57,2617.1,1431
0.58,2617.3,1431
0.59,2617.5,1431
0.6,2617.7,1431
0.61,2617.9,1431
0.62,2618.2,1431
0.63,2618.4,1431
0.64,2618.6,1431
0.65,2618.8,1431
0.66,2619,1431
0.67,2619.2,1431
0.68,2619.4,1431
0.69,2619.6,1431
0.7,2619.8,1431
0.71,2620,1431
0.72,2620.2,1431
0.73,2620.4,1431
0.74,2620.6,1431
0.75,2620.8,1431
0.76,2621,1431
0.77,2621.2,1431
0.78,2621.4,1431
0.79,2621.6,1431
0.8,2621.8,1431
0.81,2622,1431
0.82,2622.2,1431
0.83,2622.4,1431
0.84,2622.6,1431
0.85,2622.7,1431
0.86,2622.9,1431
0.87,2623.1,1431
0.88,2623.3,1431
0.89,2623.4,1431
0.9,2623.6,1431
0.91,2623.8,1431
0.92,2623.9,1431
0.93,2624.1,1431
0.94,2624.3,1431
0.95,2624.4,1431
0.96,2624.6,1431
0.97,2624.8,1431
0.98,2624.9,1431
0.99,2625.1,1431
1,2625.2,1431
1.01,2625.4,1431
1.02,2625.5,1431
1.03,2625.7,1431
1.04,2625.8,1431
1.05,2626,1431
1.06,2626.1,1431
1.07,2626.2,1431
1.08,2626.4,1431
1.09,2626.5,1431
1.1,2626.7,1431
1.11,2626.8,1431
1.12,2626.9,1431
1.13,2627.1,1431
1.14,2627.2,1431
1.15,2627.3,1431
1.16,2627.4,1431
1.17,2627.6,1431
1.18,2627.7,1431
1.19,2627.8,1431
1.2,2627.9,1431
1.21,2628,1431
1.22,2628.2,1431
1.23,2628.3,1431
1.24,2628.4,1431
1.25,2628.5,1431
1.26,2628.6,1431
1.27,2628.7,1431
1.28,2628.8,1431
1.29,2628.9,1431
1.3,2629,1431
